x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.556,31,25.5,2,1,11.1,1992,1,1,3,1647
0.304,28,40.7,2,0,2.4,1995,0,1,2,1794
0.989,34,38.1,0,0,1.0,1989,1,0,3,1432
0.647,24,48.7,0,1,6.1,1999,1,0,2,1399
0.791,28,19.8,0,0,1.8,1995,0,0,1,1337
0.464,33,42.8,1,0,7.2,1989,1,0,0,1601
0.194,40,35.4,2,1,4.8,1983,1,1,0,1012
0.44,27,24.4,1,1,6.6,1996,0,1,2,1366
0.121,33,37.2,1,0,1.4,1989,1,1,1,1241
0.375,26,30.6,1,0,2.7,1997,0,0,1,865
0.28,31,25.8,0,1,3.6,1991,1,1,2,1514
0.335,31,37.6,0,0,0.3,1991,0,1,1,1511
0.288,24,26.0,0,0,7.7,1999,1,0,4,1460
0.319,27,33.8,0,1,12.5,1996,0,0,6,1512
0.482,33,45.4,1,0,1.4,1989,1,0,3,1634
0.241,24,31.3,0,1,2.4,1999,1,1,1,1406
0.843,30,31.0,2,1,3.9,1992,0,0,1,1503
0.522,30,20.0,2,0,0.0,1992,1,0,3,2060
0.057,23,33.0,1,1,1.6,2000,1,0,1,1161
0.036,32,32.5,2,1,3.3,1991,1,1,0,1288
0.945,31,37.4,1,0,9.0,1992,0,1,5,1542
0.479,24,26.8,2,0,2.6,1999,1,0,3,1352
0.888,30,28.4,2,0,1.2,1993,1,1,2,1511
0.752,43,26.3,0,0,12.7,1980,1,0,2,880
0.49,24,26.5,1,0,1.4,1999,1,0,2,1124
0.766,29,17.9,2,0,1.0,1993,1,1,3,1997
0.089,29,34.1,0,1,2.9,1994,1,1,4,2140
0.745,31,27.9,1,0,4.2,1991,1,1,2,1528
0.466,35,31.9,2,1,1.6,1987,1,0,0,986
0.867,25,33.4,0,1,5.5,1997,1,0,2,814
0.911,32,35.4,0,0,2.8,1990,1,1,3,1564
0.456,36,22.4,2,1,7.0,1987,0,1,2,1534
0.266,27,26.3,0,1,8.4,1996,0,1,3,1372
0.642,35,24.6,0,0,1.1,1988,0,1,2,791
0.83,34,32.5,0,1,3.9,1989,1,1,1,1623
0.782,35,17.7,2,0,9.1,1987,1,1,2,1325
0.897,32,40.5,0,0,2.8,1990,0,1,3,1517
0.705,29,38.7,2,0,2.8,1993,0,1,1,1495
0.631,26,26.3,2,1,2.7,1996,1,1,6,1487
0.345,32,27.0,0,1,2.8,1991,1,0,2,1559
0.037,25,37.7,0,1,7.4,1998,0,0,1,1378
0.367,29,30.4,0,0,1.0,1994,1,0,0,1713
0.173,22,34.5,0,1,8.7,2001,0,0,6,951
0.224,29,33.2,0,0,5.6,1994,1,0,2,1542
0.368,33,32.5,0,0,1.5,1989,1,1,1,1137
0.792,27,36.9,0,0,7.5,1995,1,0,1,1486
0.393,34,31.4,1,1,5.5,1989,1,1,3,1099
0.582,35,34.0,0,0,6.1,1988,0,1,3,1480
0.218,26,28.0,0,1,4.8,1997,0,0,0,1028
0.271,28,43.6,2,0,0.1,1995,0,1,4,1568
0.043,33,19.7,0,1,2.6,1989,1,0,6,1729
0.351,20,35.2,2,0,2.6,2002,0,1,0,855
0.35,35,19.2,2,1,11.8,1988,1,1,1,1620
0.309,29,37.3,2,0,6.6,1994,1,0,3,1647
0.026,28,27.7,0,1,2.6,1994,0,0,2,1596
0.222,34,17.8,2,1,5.0,1988,1,0,0,1186
0.7,21,39.6,0,0,4.3,2002,0,0,2,997
0.293,23,37.2,2,0,3.5,2000,0,1,1,1107
0.844,26,34.5,0,1,11.1,1996,1,1,3,1313
0.135,37,34.4,1,0,13.5,1986,1,0,4,1292
0.227,23,34.4,2,1,8.6,1999,1,1,2,1522
0.161,31,37.6,0,1,0.3,1992,1,0,1,1158
0.842,29,35.4,2,0,11.7,1993,1,1,1,1389
0.981,32,43.0,0,0,17.0,1991,0,1,1,1270
0.113,32,23.8,1,1,5.2,1990,1,1,2,1497
0.576,32,24.6,1,0,5.1,1991,1,1,4,1082
0.294,34,34.0,0,1,1.2,1988,0,1,1,1324
0.286,27,31.8,0,1,0.0,1995,1,0,6,1269
0.462,33,39.2,0,0,6.1,1990,0,0,2,871
0.456,29,28.4,2,1,1.2,1994,1,1,4,1342
0.502,16,13.0,1,1,4.2,2007,0,0,1,537
0.813,30,22.5,0,1,0.9,1993,1,1,2,1795
0.836,31,26.2,1,1,3.4,1991,1,1,2,1782
0.585,27,29.4,0,1,1.0,1996,1,1,0,1754
0.031,27,14.1,2,1,13.1,1996,1,1,0,1384
0.655,21,38.2,0,0,2.8,2001,1,0,2,1351
0.447,31,31.5,2,1,2.3,1991,1,1,2,1472
0.073,27,25.8,1,1,0.9,1995,1,1,1,1335
0.024,37,43.4,0,0,6.0,1985,1,1,1,1421
0.668,31,34.8,2,1,3.8,1991,0,1,5,1544
0.363,34,40.0,1,1,4.9,1988,0,1,4,1177
0.021,36,38.8,2,1,2.5,1987,1,1,3,1321
0.61,24,20.8,1,1,2.7,1999,0,0,1,1263
0.41,27,28.9,2,1,1.0,1996,1,0,0,1691
0.019,31,43.4,0,1,2.8,1991,1,1,2,1618
0.603,32,34.2,1,1,2.8,1991,0,1,1,1324
0.478,30,34.9,0,0,1.6,1993,1,0,0,1576
0.457,27,21.2,1,0,0.5,1995,0,1,2,1380
0.222,31,35.8,1,0,7.1,1991,1,0,1,1141
0.317,37,35.2,1,1,8.2,1986,1,1,2,1257
0.307,30,15.2,2,0,0.5,1993,1,0,2,1321
0.68,27,24.3,0,0,2.2,1996,0,1,3,1602
0.736,34,40.4,0,0,0.8,1989,1,1,1,1366
0.603,36,30.3,2,1,9.9,1987,1,0,2,1483
0.09,23,31.5,0,0,2.6,2000,1,1,2,790
0.579,36,38.5,1,0,2.0,1986,0,0,1,837
0.28,28,33.1,0,0,6.5,1995,1,1,4,1443
0.194,34,19.7,1,0,1.5,1989,1,0,1,865
0.654,42,30.6,2,1,2.2,1981,0,1,2,1098
0.068,42,26.4,2,0,0.5,1981,1,0,0,1030
0.357,41,30.2,2,0,4.6,1982,1,0,2,1024
0.392,39,42.1,0,1,3.0,1983,1,1,3,1142
0.629,21,27.8,2,0,1.0,2002,1,1,2,804
0.376,29,31.2,1,0,6.5,1994,1,1,3,1850
0.705,31,36.7,2,0,0.9,1991,1,1,3,1146
0.216,30,40.6,0,0,12.4,1992,0,1,5,1662
0.307,29,29.0,0,0,1.3,1994,1,0,0,1786
0.524,27,41.6,2,0,1.4,1995,0,0,4,1570
0.495,27,28.3,0,0,20.1,1996,1,1,2,1498
0.318,29,39.5,2,1,0.6,1994,1,1,3,1481
0.28,28,36.0,2,1,16.6,1995,0,1,0,1460
0.593,33,24.4,1,0,3.3,1990,0,1,3,1451
0.885,32,35.3,1,1,0.1,1990,1,1,4,1731
0.591,31,30.5,1,0,1.1,1991,1,1,3,1797
0.269,31,20.6,0,1,7.3,1992,1,0,2,1549
0.333,33,36.4,2,0,1.6,1990,1,1,4,1486
0.609,30,22.0,1,0,15.1,1992,0,0,2,1615
0.57,30,26.8,0,0,0.0,1992,0,1,3,1675
0.837,24,37.8,0,0,9.1,1999,1,1,1,1040
0.845,35,23.4,1,0,5.6,1987,1,0,4,1594
0.566,33,29.4,2,0,2.5,1990,0,0,6,1241
0.532,27,27.4,2,0,3.2,1996,0,1,4,1208
0.767,26,26.4,0,0,0.9,1997,0,1,4,1184
0.293,21,31.2,2,0,2.7,2001,1,0,2,1146
0.897,27,25.8,1,0,1.4,1995,1,1,6,1592
0.522,35,21.5,2,1,2.9,1987,1,1,2,1182
0.33,29,26.3,1,0,8.4,1994,1,0,4,2040
0.646,38,29.7,2,1,5.8,1985,0,1,3,718
0.311,26,29.0,2,1,2.7,1996,0,1,1,1429
0.584,35,27.1,0,0,1.3,1987,1,0,2,1476
0.32,33,24.8,2,0,11.8,1989,0,1,1,1128
0.839,31,35.1,2,1,1.7,1992,1,1,3,1880
0.999,31,35.5,0,1,25.5,1991,0,1,0,1072
0.041,28,17.8,2,0,5.8,1995,1,1,1,1249
0.052,27,38.6,2,1,0.6,1995,0,1,4,1363
0.342,26,31.8,2,1,7.0,1996,0,1,2,1165
0.502,21,27.9,0,1,2.7,2001,1,1,3,916
0.342,29,25.4,0,1,3.6,1993,0,1,5,1367
0.693,22,41.1,1,0,7.0,2000,1,1,3,1432
0.194,30,32.9,1,0,12.2,1992,0,0,0,1847
0.869,32,30.7,1,0,4.7,1991,0,1,2,1468
0.005,27,36.3,0,0,10.1,1996,1,1,5,1211
0.704,28,39.8,0,0,0.6,1994,1,1,2,1405
0.917,32,20.9,0,1,4.1,1991,0,0,3,1185
0.956,33,31.1,2,0,1.3,1989,1,1,1,1127
0.216,42,21.2,0,1,2.6,1981,0,1,6,709
0.64,32,28.3,0,0,2.9,1991,0,0,1,1267
0.943,27,20.9,0,0,3.9,1996,1,1,3,1484
0.692,24,31.0,0,1,8.9,1998,1,1,3,1578
0.791,29,35.6,0,0,9.3,1994,0,0,2,1670
0.385,31,28.6,0,1,6.8,1992,1,1,1,1460
0.288,32,24.5,0,1,6.0,1990,1,0,1,1541
0.528,33,17.7,2,0,1.4,1989,1,0,1,1418
0.041,33,27.7,2,1,2.0,1990,1,1,1,1596
0.194,37,32.0,1,1,5.0,1985,1,1,4,1412
0.166,26,34.9,2,0,2.2,1996,0,1,1,1317
0.141,28,24.1,0,0,7.2,1995,0,1,3,1327
0.848,18,28.3,0,0,0.0,2005,1,1,0,662
0.244,31,29.4,1,0,12.3,1991,0,1,4,1393
0.524,32,36.3,0,1,2.5,1991,1,0,3,1401
0.647,19,23.6,1,1,2.1,2003,0,0,1,628
0.347,28,31.8,1,1,7.6,1995,0,0,1,1337
0.842,31,36.8,0,0,1.3,1991,1,1,0,1282
0.033,32,34.9,1,0,0.1,1990,1,0,2,1418
0.49,35,29.0,2,0,2.8,1988,1,1,3,1118
0.351,33,39.8,2,0,5.5,1989,1,1,3,1490
0.154,34,18.6,0,1,1.5,1989,0,1,2,1380
0.813,31,25.0,1,0,6.2,1991,0,1,1,1163
0.824,25,27.6,2,0,4.1,1997,0,1,2,1099
0.357,32,27.6,0,1,9.3,1991,0,1,1,1499
0.388,29,30.7,2,0,4.5,1993,0,0,3,1325
0.451,32,32.1,0,0,2.0,1991,1,0,3,1523
0.16,36,14.6,1,1,0.9,1987,1,0,2,1395
0.025,29,39.2,1,0,1.7,1993,1,0,2,1424
0.094,30,34.0,2,0,6.7,1993,1,0,3,1879
0.197,22,31.0,0,0,5.7,2000,1,1,3,1363
0.436,31,33.8,2,1,0.6,1992,1,0,2,1658
0.226,32,13.9,2,1,6.2,1990,1,0,2,1446
0.514,31,32.1,0,0,2.0,1992,1,1,1,1137
0.442,37,31.8,2,1,2.3,1986,1,0,1,1103
0.329,31,39.8,2,0,2.8,1992,0,0,2,1499
0.131,28,37.0,2,1,4.6,1995,1,1,1,1604
0.903,31,34.9,2,0,9.8,1991,1,1,1,1415
0.808,27,21.5,2,1,4.9,1995,1,0,2,1111
0.23,28,36.6,2,1,8.6,1994,1,0,4,1661
0.71,30,34.3,2,0,2.9,1993,0,1,1,915
0.871,26,12.9,1,1,7.0,1996,1,1,0,1116
0.193,28,45.0,0,0,2.8,1995,1,1,2,1354
0.059,31,35.9,1,1,2.6,1992,1,1,3,1661
0.034,37,44.0,0,1,0.8,1986,1,1,2,1506
0.398,29,36.4,1,0,4.9,1993,1,0,2,1533
0.309,32,28.1,0,0,7.5,1990,1,0,0,1437
0.994,31,15.7,1,0,0.8,1992,0,1,2,1444
0.003,24,30.3,2,0,0.5,1999,1,0,1,1189
0.191,31,28.5,0,0,14.2,1992,1,1,1,1666
0.644,33,34.3,0,1,4.2,1989,1,0,3,1257
0.004,24,23.4,2,1,0.8,1999,1,1,2,1404
0.924,30,38.7,1,0,0.7,1993,1,1,0,1338
0.47,30,41.3,1,1,2.7,1992,1,0,3,1633
0.915,32,36.1,0,1,2.3,1990,1,1,4,1468
0.97,31,21.5,1,0,0.4,1992,1,1,1,1292
0.43,26,33.1,0,0,4.8,1997,0,0,3,1201
0.981,27,36.0,2,1,1.3,1996,1,0,4,1477
0.733,27,11.6,0,1,11.0,1995,1,0,5,1429
0.216,32,40.1,2,1,1.9,1991,1,0,2,1618
0.371,33,17.6,0,0,5.2,1989,1,0,2,1638
0.797,33,32.0,2,1,2.3,1989,1,1,1,1104
0.658,31,33.3,2,1,3.1,1992,1,1,1,1519
0.068,26,32.1,1,0,10.5,1997,1,0,4,1744
0.008,30,40.1,0,0,11.9,1993,1,1,3,1596
0.089,30,16.8,0,1,2.2,1993,0,0,3,1514
0.269,42,39.7,2,1,2.8,1980,1,1,1,1403
0.804,27,34.0,0,0,1.7,1996,0,0,3,1535
0.061,28,40.1,0,1,2.0,1994,1,1,3,1834
0.464,24,34.3,1,0,2.5,1998,1,1,4,1334
0.68,38,24.6,1,0,1.5,1985,1,0,2,1412
0.132,35,21.4,2,1,1.2,1987,1,0,0,982
0.912,35,29.5,2,0,0.4,1988,1,0,2,1212
0.517,29,27.0,0,1,2.2,1994,1,0,1,1251
0.953,43,29.8,1,0,0.1,1980,1,1,2,920
0.037,29,32.9,1,1,15.6,1993,1,1,1,1730
0.939,42,39.8,0,0,0.0,1981,1,0,0,1118
0.268,31,34.7,1,1,3.1,1991,0,0,5,1899
0.554,33,33.1,0,0,13.1,1989,1,1,1,1566
0.209,27,32.2,1,0,0.8,1996,1,1,4,1241
0.98,27,21.7,0,0,2.2,1996,1,0,1,1673
0.21,30,19.0,1,0,2.7,1993,1,0,1,1893
0.335,39,29.4,0,0,3.2,1984,1,1,3,1227
0.669,30,26.3,0,1,5.6,1992,1,0,4,1483
0.974,36,28.8,1,0,1.9,1986,1,0,3,1153
0.701,35,31.1,2,0,3.5,1987,0,1,2,953
0.229,27,26.9,2,0,1.4,1995,1,0,0,1424
0.886,34,31.3,2,1,2.7,1988,1,1,3,1535
0.799,21,37.2,2,1,8.3,2002,1,1,5,1257
0.557,35,36.8,1,0,6.0,1988,1,1,1,1126
0.496,39,29.5,1,0,2.6,1984,1,1,3,1090
0.85,24,31.3,1,0,8.1,1998,1,0,1,1274
0.836,37,39.3,0,0,0.7,1985,1,1,1,1174
0.354,23,29.5,1,0,3.0,1999,1,0,1,1246
0.99,29,28.2,0,0,3.8,1994,1,1,1,1188
0.255,26,21.8,1,1,0.8,1996,1,1,6,1679
0.196,23,30.6,2,0,8.5,1999,1,1,2,1351
0.024,34,34.8,2,1,2.8,1988,1,0,4,1160
0.901,32,19.1,0,0,1.6,1990,1,1,1,1374
0.855,26,21.8,0,0,4.6,1996,1,0,6,1541
0.526,26,41.2,1,1,0.1,1997,1,1,6,1515
0.349,26,38.5,0,1,2.3,1996,0,1,0,821
0.337,27,27.5,0,0,7.3,1995,0,0,4,1718
0.171,24,20.8,1,1,5.5,1998,1,1,2,1669
0.438,24,13.5,2,1,0.6,1999,1,0,2,1203
0.738,35,30.4,0,0,8.6,1987,0,1,3,1115
0.218,32,37.3,0,0,0.9,1990,0,1,1,1507
0.056,29,31.1,2,1,2.8,1994,1,1,4,1861
0.634,29,23.7,2,0,6.9,1993,1,1,2,1284
0.521,24,27.6,2,1,2.6,1999,1,0,1,1176
0.327,25,31.0,1,0,14.7,1998,1,1,2,951
0.373,31,21.8,1,0,1.9,1992,1,1,3,1053
0.934,29,41.0,2,0,8.4,1994,1,1,2,1568
0.651,35,30.4,0,0,3.7,1987,1,0,4,1055
0.003,32,31.8,0,0,2.5,1991,0,1,2,1761
0.07,34,35.1,2,1,2.5,1988,1,1,1,1072
0.554,28,27.6,1,0,8.4,1994,0,1,0,1186
0.983,22,42.4,2,0,4.2,2000,1,0,2,948
0.562,20,23.4,1,1,3.8,2003,1,1,4,1021
0.429,27,16.6,2,1,3.7,1996,0,0,1,1665
0.54,35,36.7,0,0,4.2,1988,0,1,1,987
0.425,30,25.8,0,0,7.9,1993,1,0,1,1314
0.139,29,24.6,2,0,6.6,1993,1,0,0,1418
0.968,25,21.9,0,0,0.6,1997,1,1,0,1366
0.278,25,24.8,2,1,0.9,1997,1,0,2,1538
0.035,32,22.4,0,0,13.7,1990,0,1,3,1303
0.32,24,28.5,1,0,0.2,1998,0,1,3,1061
0.958,39,31.7,0,0,2.7,1984,1,1,3,885
0.957,20,32.3,0,1,8.8,2002,1,1,2,1194
0.902,36,29.6,2,0,4.8,1987,1,1,2,1454
0.219,31,30.5,1,1,1.7,1992,0,0,2,1315
0.556,34,29.6,0,0,1.6,1989,1,1,1,1037
0.637,33,18.8,2,1,3.6,1989,1,1,4,1688
0.235,33,29.0,1,0,3.3,1990,0,0,4,1155
0.149,38,19.9,0,0,4.1,1984,0,1,2,943
0.435,26,16.0,0,1,1.4,1997,1,1,2,989
0.006,34,26.0,2,0,1.3,1989,0,1,2,1261
0.093,33,27.2,0,1,0.2,1989,0,1,1,1389
0.548,36,30.6,1,1,0.2,1987,1,1,0,1540
0.756,32,36.6,0,0,0.1,1990,1,1,2,1446
0.638,23,22.4,1,1,1.5,2000,1,0,2,1031
0.806,28,20.0,0,0,12.7,1994,1,0,2,1696
0.03,36,23.8,0,0,1.7,1987,0,0,0,1638
0.756,32,21.7,1,0,1.8,1991,1,1,2,1053
0.858,31,36.4,2,1,2.3,1991,0,0,2,1344
0.373,33,39.6,2,0,1.3,1989,0,1,2,848
0.843,35,28.1,1,1,3.5,1988,0,0,2,1280
0.09,27,24.1,1,1,3.0,1995,1,1,4,1962
0.209,25,28.4,1,1,0.7,1998,1,1,4,1716
0.804,34,32.1,0,0,2.7,1988,1,1,2,1394
0.739,28,28.6,2,1,0.5,1994,1,0,2,1446
0.003,35,28.9,0,0,15.6,1988,1,0,0,1499
0.389,36,14.9,0,0,2.2,1987,0,1,2,1369
0.866,36,31.5,0,0,11.8,1986,1,0,2,1457
0.788,36,24.0,0,0,0.8,1987,1,1,1,1440
0.099,23,25.9,0,0,0.0,1999,1,1,3,1181
0.127,28,31.7,0,0,1.0,1995,0,0,0,1639
0.852,25,12.9,2,0,0.3,1998,1,1,0,1263
0.866,36,38.1,2,0,2.1,1987,0,0,1,1216
0.287,31,28.1,0,0,4.3,1991,1,1,3,1171
0.325,25,43.5,0,1,0.4,1997,0,1,2,1332
0.239,22,34.1,0,1,2.1,2001,0,0,1,1194
0.17,24,28.0,1,0,6.2,1998,0,1,1,1560
0.989,31,39.8,0,0,1.4,1991,1,0,3,1349
0.606,32,19.3,2,1,2.0,1990,0,1,1,1686
0.711,28,29.7,1,0,4.5,1995,1,1,1,1321
0.391,32,26.4,2,0,15.9,1990,1,1,0,1017
0.797,26,29.2,1,1,0.4,1996,1,1,3,1339
0.924,31,41.3,0,0,1.9,1991,1,0,5,1897
0.898,33,31.6,1,0,3.8,1990,0,1,2,1300
0.723,32,18.3,1,0,3.2,1990,1,1,1,1223
0.674,34,31.5,2,0,0.3,1989,0,0,2,1265
0.548,26,38.0,1,0,3.1,1997,0,1,2,1227
0.06,30,34.3,1,1,13.9,1993,1,1,0,1874
0.449,38,20.0,0,0,4.9,1984,0,0,2,1107
0.639,37,28.7,1,1,3.0,1986,1,1,1,1455
0.846,25,36.5,2,1,10.7,1998,1,0,1,1169
0.002,33,25.0,0,0,2.4,1990,1,1,1,1780
0.42,28,33.4,1,1,2.1,1994,0,1,1,1357
0.353,32,31.5,2,0,2.5,1991,0,1,2,1212
0.092,28,33.6,0,1,2.3,1995,1,0,1,1276
0.918,25,33.0,2,0,2.8,1998,0,1,3,1271
0.022,31,25.4,0,1,5.4,1992,1,1,0,1410
0.968,37,22.9,0,0,8.2,1985,0,1,0,1342
0.271,28,34.8,1,1,1.7,1994,1,1,2,1663
0.572,34,24.8,0,0,2.1,1989,1,1,3,1342
0.029,24,38.3,0,0,0.5,1998,1,1,1,637
0.963,33,30.1,0,0,1.6,1989,1,0,3,1422
0.448,30,32.6,2,0,3.3,1992,1,1,5,1622
0.195,38,25.5,1,0,5.6,1985,0,1,0,1463
0.815,32,33.3,0,0,0.1,1990,1,0,1,1115
0.787,33,37.3,2,0,2.0,1990,1,1,0,1770
0.074,36,36.4,1,0,8.5,1987,0,0,4,994
0.677,35,26.5,0,1,3.8,1987,0,0,5,1291
0.533,25,34.6,2,0,0.7,1997,1,1,2,1146
0.605,30,26.1,2,0,0.9,1993,0,1,3,1356
0.544,30,28.8,1,0,0.1,1992,1,1,4,1850
0.449,25,30.4,0,0,2.7,1998,1,0,2,1228
0.337,34,32.1,1,0,1.2,1988,1,1,2,1324
0.248,32,23.1,1,0,8.8,1990,1,1,4,1496
0.649,32,39.1,2,0,0.5,1990,0,1,2,1707
0.398,30,33.7,1,0,2.0,1992,1,1,4,1271
0.786,30,32.8,1,0,9.2,1992,0,0,4,1967
0.189,34,30.3,1,1,13.4,1988,1,0,1,1348
0.126,26,32.1,0,0,0.1,1996,0,0,3,1320
0.848,28,39.2,2,1,7.6,1995,1,1,1,1702
0.913,28,38.2,0,0,3.9,1994,1,0,3,1546
0.277,21,29.6,2,1,4.1,2001,1,1,1,1195
0.275,33,32.2,1,0,2.7,1990,0,1,2,1000
0.858,26,21.9,2,1,0.8,1996,1,1,4,1194
0.182,30,17.1,0,0,4.8,1993,0,0,4,1464
0.653,33,36.9,2,1,1.4,1989,0,0,3,1510
0.387,35,25.4,2,1,11.8,1987,1,1,2,1754
0.392,26,35.6,0,0,1.2,1997,0,1,6,1350
0.334,36,31.5,0,0,5.7,1986,0,0,3,1653
0.824,32,26.2,1,0,11.1,1991,0,0,1,1348
0.119,28,30.1,1,1,1.4,1995,1,1,4,1539
0.293,33,24.3,2,0,2.5,1990,1,1,3,1697
0.969,28,43.8,1,1,0.2,1994,1,1,1,1481
0.129,31,21.7,1,0,6.4,1991,0,1,4,1742
0.623,28,15.5,2,0,2.1,1995,0,1,1,1336
0.858,28,34.1,0,1,7.8,1995,1,1,1,1760
0.089,36,28.6,0,1,1.3,1987,1,1,1,1064
0.241,24,18.5,0,0,0.6,1999,0,1,2,1141
0.041,38,26.4,2,0,6.0,1984,1,0,2,1655
0.296,29,30.2,1,0,2.9,1994,1,1,0,1269
0.934,29,27.0,1,1,5.7,1993,1,0,2,1450
0.618,34,29.3,2,0,7.6,1988,1,1,1,1380
0.335,27,31.8,2,1,12.3,1996,0,1,3,1425
0.21,44,26.1,2,1,8.6,1978,1,1,4,1102
0.433,22,26.7,0,0,1.8,2001,0,1,2,1067
0.231,29,35.6,1,1,0.5,1994,1,0,0,1360
0.798,37,22.2,1,1,0.7,1985,1,0,2,1128
0.834,31,32.5,2,0,3.8,1991,0,1,1,1565
0.9,29,37.1,1,1,0.5,1994,1,1,1,1272
0.971,30,23.8,1,1,3.9,1992,0,1,0,1901
0.237,38,33.8,1,0,4.6,1985,1,1,1,1429
0.931,35,29.8,1,0,6.0,1988,0,1,3,1377
0.765,30,33.0,1,0,7.2,1992,1,1,5,1571
0.5,25,36.4,0,0,6.8,1997,0,1,2,1049
0.06,24,33.8,0,1,13.3,1998,1,0,4,1570
0.385,20,31.9,2,0,0.2,2003,1,1,3,1286
0.911,36,23.0,1,1,6.7,1987,1,0,2,1388
0.764,27,32.3,1,0,0.1,1995,1,1,2,1362
0.555,29,30.3,0,1,5.8,1994,1,0,2,1574
0.847,31,22.6,0,0,3.4,1991,1,0,2,1427
0.117,29,31.8,1,1,12.4,1994,1,1,2,1456
0.689,26,34.5,1,0,6.6,1996,1,0,2,1291
0.808,29,29.3,0,1,2.7,1994,0,1,0,1290
0.129,23,23.9,0,0,2.6,2000,1,1,4,1473
0.754,24,35.2,2,0,1.0,1999,1,0,0,1113
0.567,27,37.2,2,1,2.0,1995,1,1,2,1496
0.564,37,24.6,2,1,1.3,1985,1,1,0,1219
0.706,29,36.2,0,0,12.1,1993,1,0,2,1712
0.659,37,18.2,1,1,7.8,1985,1,1,1,1155
0.635,27,40.9,0,0,3.0,1995,1,0,0,1250
0.348,26,41.5,1,1,1.5,1997,0,1,4,1607
0.783,28,32.8,1,1,1.2,1995,1,1,0,1024
0.742,28,34.7,0,0,1.6,1995,1,0,1,2069
0.553,31,37.3,2,0,14.1,1991,1,0,3,1470
0.08,30,13.8,2,1,1.4,1993,1,1,2,1763
0.786,24,34.7,1,1,0.7,1999,1,1,4,1646
0.742,31,13.8,2,1,1.0,1991,1,1,1,1226
0.696,29,36.3,2,0,12.3,1993,1,1,2,1496
0.526,28,34.1,1,1,0.9,1994,1,0,0,1051
0.66,37,29.9,2,1,1.1,1985,0,1,2,1158
0.623,27,25.3,1,0,3.7,1995,0,1,3,1267
0.788,36,24.5,2,1,2.2,1987,1,1,5,1213
0.586,35,29.0,1,0,5.1,1988,0,0,1,1116
0.429,31,20.4,1,0,1.4,1991,1,0,0,1970
0.805,35,29.2,2,0,3.0,1987,1,1,2,1582
0.171,29,16.9,0,1,2.5,1994,1,0,3,1769
0.766,32,36.2,0,1,2.7,1991,0,1,3,1596
0.664,21,18.4,0,0,0.2,2001,0,1,3,1144
0.109,33,25.5,1,0,1.7,1990,1,1,0,1118
0.432,30,37.7,0,1,0.5,1992,0,0,1,1490
0.78,22,32.9,1,1,0.8,2000,1,1,0,1239
0.574,28,25.9,0,1,0.2,1994,0,0,1,1251
0.589,37,31.1,0,0,5.1,1986,0,0,2,1239
0.504,23,32.2,2,0,3.9,1999,0,0,1,1373
0.716,37,40.8,1,0,1.1,1985,1,1,0,1421
0.322,28,32.3,1,1,0.6,1995,1,0,5,1878
0.925,37,20.2,1,1,2.1,1985,1,1,2,1309
0.69,27,30.4,0,0,0.5,1996,1,1,1,1309
0.044,37,30.9,2,0,0.9,1985,1,1,2,1211
0.229,24,17.4,1,0,7.4,1999,1,1,2,1549
0.629,31,26.3,0,1,3.3,1992,1,1,5,1603
0.122,35,39.5,2,1,6.2,1987,0,1,1,983
0.27,34,22.9,1,1,0.7,1988,0,1,2,1320
0.929,39,20.5,1,0,2.9,1983,0,1,0,1256
0.662,31,22.0,2,0,0.1,1991,0,0,4,1622
0.343,26,23.2,1,0,3.8,1997,0,0,3,1666
0.173,29,33.9,2,0,6.0,1993,1,1,3,1270
0.465,30,25.7,0,0,5.7,1993,0,1,2,1565
0.212,29,33.3,0,1,0.6,1994,1,0,0,957
0.359,27,36.2,0,1,1.9,1995,0,1,1,1698
0.143,35,26.8,0,0,3.6,1988,0,1,0,1528
0.728,30,28.6,1,1,3.2,1992,1,0,2,1494
0.445,37,26.3,0,0,3.5,1986,0,0,0,1146
0.74,26,41.5,2,0,6.0,1996,0,1,3,1163
0.609,33,27.0,0,0,7.8,1990,1,0,1,1496
0.668,23,36.7,1,1,1.1,2000,1,1,4,1379
0.846,36,33.1,1,1,0.4,1987,1,0,1,964
0.264,28,38.3,2,1,5.5,1994,1,0,3,1550
0.527,28,34.6,2,0,5.3,1994,0,0,1,1213
0.411,22,29.7,1,0,0.4,2001,1,1,0,916
0.514,26,21.1,1,0,0.5,1996,0,1,2,1316
0.816,28,15.0,1,0,2.2,1995,1,0,4,1933
0.653,35,22.7,0,0,8.3,1988,0,0,3,1120
0.548,35,30.7,1,0,10.9,1987,0,1,5,1591
0.243,38,44.6,2,0,11.2,1985,1,1,4,1560
0.645,25,27.6,0,0,3.3,1997,0,1,1,1503
0.935,29,25.0,2,1,3.0,1994,1,0,0,1353
0.955,23,32.2,1,0,1.5,2000,1,0,3,1375
0.965,36,34.7,2,0,15.7,1986,1,1,1,1204
0.846,28,27.5,1,1,0.4,1995,0,0,3,1590
0.535,33,26.2,2,0,3.5,1989,1,1,2,1464
0.82,32,34.5,0,0,15.8,1991,0,1,6,1369
0.497,25,36.3,1,1,4.0,1998,1,0,3,1613
0.006,35,32.1,2,0,0.0,1987,1,1,2,1236
0.537,32,28.1,1,0,5.2,1991,1,1,2,1739
