time,action,user_out,user_in,user_total,floor,calls,orders
12160,open,1,0,0,9,"[(12090, 10), (12140, 4), (12140, 5)]",[]
12170,up,0,0,0,9,"[(12090, 10), (12140, 4), (12140, 5)]",[]
12180,open,0,1,1,10,"[(12140, 4), (12140, 5)]","[(12180, 1)]"
12190,down,0,0,1,10,"[(12140, 4), (12140, 5)]","[(12180, 1)]"
12200,down,0,0,1,9,"[(12140, 4), (12140, 5)]","[(12180, 1)]"
12210,down,0,0,1,8,"[(12140, 4), (12140, 5)]","[(12180, 1)]"
12220,down,0,0,1,7,"[(12140, 4), (12140, 5)]","[(12180, 1)]"
12230,down,0,0,1,6,"[(12140, 4), (12140, 5)]","[(12180, 1)]"
12240,open,0,1,2,5,"[(12140, 4)]","[(12180, 1), (12240, 2)]"
12250,down,0,0,2,5,"[(12140, 4)]","[(12180, 1), (12240, 2)]"
12260,open,0,2,4,4,[],"[(12180, 1), (12240, 2), (12260, 5), (12260, 8)]"
12270,down,0,0,4,4,[],"[(12180, 1), (12240, 2), (12260, 5), (12260, 8)]"
12280,down,0,0,4,3,[],"[(12180, 1), (12240, 2), (12260, 5), (12260, 8)]"
12290,open,1,0,3,2,"[(12290, 4)]","[(12180, 1), (12260, 5), (12260, 8)]"
12300,down,0,0,3,2,"[(12290, 4)]","[(12180, 1), (12260, 5), (12260, 8)]"
12310,open,1,0,2,1,"[(12290, 4)]","[(12260, 5), (12260, 8)]"
12320,up,0,0,2,1,"[(12290, 4)]","[(12260, 5), (12260, 8)]"
12330,up,0,0,2,2,"[(12290, 4)]","[(12260, 5), (12260, 8)]"
12340,up,0,0,2,3,"[(12290, 4)]","[(12260, 5), (12260, 8)]"
12350,open,0,1,3,4,[],"[(12260, 5), (12260, 8)]"
12360,up,0,0,3,4,[],"[(12260, 5), (12260, 8)]"
12370,open,1,0,2,5,"[(12370, 1)]","[(12260, 8)]"
12380,up,0,0,2,5,"[(12370, 1)]","[(12260, 8)]"
12390,up,0,0,2,6,"[(12370, 1)]","[(12260, 8)]"
12400,up,0,0,2,7,"[(12370, 1), (12400, 2)]","[(12260, 8)]"
12410,open,2,0,0,8,"[(12370, 1), (12400, 2)]",[]
12420,down,0,0,0,8,"[(12370, 1), (12400, 2)]",[]
12430,open,0,1,1,7,"[(12370, 1), (12400, 2)]","[(12430, 1)]"
12440,down,0,0,1,7,"[(12370, 1), (12400, 2)]","[(12430, 1)]"
12450,down,0,0,1,6,"[(12370, 1), (12400, 2)]","[(12430, 1)]"
12460,down,0,0,1,5,"[(12370, 1), (12400, 2)]","[(12430, 1)]"
12470,down,0,0,1,4,"[(12370, 1), (12400, 2), (12470, 9)]","[(12430, 1)]"
12480,down,0,0,1,3,"[(12370, 1), (12400, 2), (12470, 9)]","[(12430, 1)]"
12490,open,0,1,2,2,"[(12370, 1), (12470, 9)]","[(12430, 1), (12490, 8)]"
12500,down,0,0,2,2,"[(12370, 1), (12470, 9)]","[(12430, 1), (12490, 8)]"
12510,open,1,1,2,1,"[(12470, 9)]","[(12490, 8), (12510, 9)]"
12520,up,0,0,2,1,"[(12470, 9)]","[(12490, 8), (12510, 9)]"
12530,open,0,1,3,2,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12540,up,0,0,3,2,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12550,up,0,0,3,3,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12560,up,0,0,3,4,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12570,up,0,0,3,5,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12580,up,0,0,3,6,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12590,up,0,0,3,7,"[(12470, 9)]","[(12490, 8), (12510, 9), (12530, 10)]"
12600,open,1,0,2,8,"[(12470, 9), (12600, 2)]","[(12510, 9), (12530, 10)]"
12610,up,0,0,2,8,"[(12470, 9), (12600, 2)]","[(12510, 9), (12530, 10)]"
12620,open,1,0,1,9,"[(12600, 2)]","[(12530, 10)]"
12630,up,0,0,1,9,"[(12600, 2)]","[(12530, 10)]"
12640,open,1,0,0,10,"[(12600, 2)]",[]
12650,down,0,0,0,10,"[(12600, 2)]",[]
12660,down,0,0,0,9,"[(12600, 2)]",[]
12670,down,0,0,0,8,"[(12600, 2)]",[]
12680,down,0,0,0,7,"[(12600, 2)]",[]
12690,down,0,0,0,6,"[(12600, 2), (12690, 9)]",[]
12700,down,0,0,0,5,"[(12600, 2), (12690, 9)]",[]
12710,down,0,0,0,4,"[(12600, 2), (12690, 9)]",[]
12720,down,0,0,0,3,"[(12600, 2), (12690, 9)]",[]
12730,open,0,1,1,2,"[(12690, 9)]","[(12730, 3)]"
12740,up,0,0,1,2,"[(12690, 9)]","[(12730, 3)]"
12750,open,1,0,0,3,"[(12690, 9)]",[]
12760,up,0,0,0,3,"[(12690, 9)]",[]
12770,up,0,0,0,4,"[(12690, 9)]",[]
12780,up,0,0,0,5,"[(12690, 9)]",[]
12790,up,0,0,0,6,"[(12690, 9)]",[]
12800,up,0,0,0,7,"[(12690, 9)]",[]
12810,up,0,0,0,8,"[(12690, 9)]",[]
12820,open,0,1,1,9,[],"[(12820, 6)]"
12830,down,0,0,1,9,[],"[(12820, 6)]"
12840,down,0,0,1,8,[],"[(12820, 6)]"
12850,down,0,0,1,7,[],"[(12820, 6)]"
12860,open,1,0,0,6,[],[]
12870,open,0,0,0,6,[],[]
12880,open,0,0,0,6,[],[]
12890,open,0,0,0,6,[],[]
12900,open,0,0,0,6,[],[]
12910,open,0,0,0,6,[],[]
12920,open,0,0,0,6,[],[]
12930,open,0,0,0,6,[],[]
12940,open,0,0,0,6,[],[]
12950,open,0,0,0,6,[],[]
12960,up,0,0,0,6,"[(12960, 8)]",[]
12970,up,0,0,0,7,"[(12960, 8)]",[]
12980,open,0,1,1,8,[],"[(12980, 9)]"
12990,up,0,0,1,8,[],"[(12980, 9)]"
13000,open,1,0,0,9,"[(13000, 6)]",[]
13010,down,0,0,0,9,"[(13000, 6)]",[]
13020,down,0,0,0,8,"[(13000, 6)]",[]
13030,down,0,0,0,7,"[(13000, 6)]",[]
13040,open,0,1,1,6,[],"[(13040, 1)]"
13050,down,0,0,1,6,[],"[(13040, 1)]"
13060,down,0,0,1,5,"[(13060, 10)]","[(13040, 1)]"
13070,down,0,0,1,4,"[(13060, 10)]","[(13040, 1)]"
13080,down,0,0,1,3,"[(13060, 10)]","[(13040, 1)]"
13090,down,0,0,1,2,"[(13060, 10)]","[(13040, 1)]"
13100,open,1,0,0,1,"[(13060, 10)]",[]
13110,up,0,0,0,1,"[(13060, 10), (13110, 6)]",[]
13120,up,0,0,0,2,"[(13060, 10), (13110, 6)]",[]
13130,up,0,0,0,3,"[(13060, 10), (13110, 6), (13130, 1)]",[]
13140,up,0,0,0,4,"[(13060, 10), (13110, 6), (13130, 1)]",[]
13150,up,0,0,0,5,"[(13060, 10), (13110, 6), (13130, 1)]",[]
13160,open,0,2,2,6,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2)]"
13170,up,0,0,2,6,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2)]"
13180,down,0,0,2,7,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2)]"
13190,down,0,0,2,6,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2)]"
13200,down,0,0,2,5,"[(13060, 10), (13130, 1), (13160, 2), (13200, 4)]","[(13160, 9), (13160, 2)]"
13210,open,0,1,3,4,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2), (13210, 5)]"
13220,down,0,0,3,4,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2), (13210, 5)]"
13230,down,0,0,3,3,"[(13060, 10), (13130, 1), (13160, 2)]","[(13160, 9), (13160, 2), (13210, 5)]"
13240,open,1,1,3,2,"[(13060, 10), (13130, 1)]","[(13160, 9), (13210, 5), (13240, 3)]"
13250,down,0,0,3,2,"[(13060, 10), (13130, 1), (13250, 5)]","[(13160, 9), (13210, 5), (13240, 3)]"
13260,open,0,1,4,1,"[(13060, 10), (13250, 5), (13260, 3)]","[(13160, 9), (13210, 5), (13240, 3), (13260, 2)]"
13270,up,0,0,4,1,"[(13060, 10), (13250, 5), (13260, 3)]","[(13160, 9), (13210, 5), (13240, 3), (13260, 2)]"
13280,open,1,0,3,2,"[(13060, 10), (13250, 5), (13260, 3)]","[(13160, 9), (13210, 5), (13240, 3)]"
13290,up,0,0,3,2,"[(13060, 10), (13250, 5), (13260, 3)]","[(13160, 9), (13210, 5), (13240, 3)]"
13300,open,1,1,3,3,"[(13060, 10), (13250, 5)]","[(13160, 9), (13210, 5)]"
13310,up,0,0,3,3,"[(13060, 10), (13250, 5)]","[(13160, 9), (13210, 5)]"
13320,up,0,0,3,4,"[(13060, 10), (13250, 5)]","[(13160, 9), (13210, 5)]"
13330,open,2,1,2,5,"[(13060, 10)]","[(13160, 9), (13330, 8)]"
13340,up,0,0,2,5,"[(13060, 10)]","[(13160, 9), (13330, 8)]"
13350,up,0,0,2,6,"[(13060, 10)]","[(13160, 9), (13330, 8)]"
13360,up,0,0,2,7,"[(13060, 10)]","[(13160, 9), (13330, 8)]"
13370,open,1,0,1,8,"[(13060, 10)]","[(13160, 9)]"
13380,up,0,0,1,8,"[(13060, 10), (13380, 3)]","[(13160, 9)]"
13390,open,1,0,0,9,"[(13060, 10), (13380, 3)]",[]
13400,up,0,0,0,9,"[(13060, 10), (13380, 3)]",[]
13410,open,0,0,0,10,"[(13380, 3)]",[]
13420,down,0,0,0,10,"[(13380, 3)]",[]
13430,down,0,0,0,9,"[(13380, 3)]",[]
13440,down,0,0,0,8,"[(13380, 3)]",[]
13450,down,0,0,0,7,"[(13380, 3)]",[]
13460,down,0,0,0,6,"[(13380, 3)]",[]
13470,down,0,0,0,5,"[(13380, 3)]",[]
13480,down,0,0,0,4,"[(13380, 3)]",[]
13490,open,0,0,0,3,[],[]
13500,open,0,0,0,3,[],[]
13510,open,0,0,0,3,[],[]
13520,open,0,0,0,3,[],[]
13530,open,0,0,0,3,[],[]
13540,down,0,0,0,3,"[(13540, 9)]",[]
13550,down,0,0,0,2,"[(13540, 9)]",[]
13560,open,0,1,1,1,"[(13540, 9)]","[(13560, 7)]"
13570,up,0,0,1,1,"[(13540, 9), (13570, 7)]","[(13560, 7)]"
13580,up,0,0,1,2,"[(13540, 9), (13570, 7)]","[(13560, 7)]"
13590,up,0,0,1,3,"[(13540, 9), (13570, 7)]","[(13560, 7)]"
13600,up,0,0,1,4,"[(13540, 9), (13570, 7)]","[(13560, 7)]"
13610,up,0,0,1,5,"[(13540, 9), (13570, 7)]","[(13560, 7)]"
13620,up,0,0,1,6,"[(13540, 9), (13570, 7)]","[(13560, 7)]"
13630,open,1,1,1,7,"[(13540, 9)]","[(13630, 1)]"
13640,down,0,0,1,7,"[(13540, 9), (13640, 3)]","[(13630, 1)]"
13650,down,0,0,1,6,"[(13540, 9), (13640, 3)]","[(13630, 1)]"
13660,open,0,1,2,5,"[(13540, 9), (13640, 3)]","[(13630, 1), (13660, 8)]"
13670,down,0,0,2,5,"[(13540, 9), (13640, 3)]","[(13630, 1), (13660, 8)]"
13680,down,0,0,2,4,"[(13540, 9), (13640, 3)]","[(13630, 1), (13660, 8)]"
13690,open,0,1,3,3,"[(13540, 9)]","[(13630, 1), (13660, 8)]"
13700,open,0,1,4,3,"[(13540, 9), (13700, 1), (13700, 2)]","[(13630, 1), (13660, 8)]"
13710,down,0,0,4,3,"[(13540, 9), (13700, 1), (13700, 2)]","[(13630, 1), (13660, 8)]"
13720,open,0,1,5,2,"[(13540, 9), (13700, 1)]","[(13630, 1), (13660, 8), (13720, 9)]"
13730,down,0,0,5,2,"[(13540, 9), (13700, 1)]","[(13630, 1), (13660, 8), (13720, 9)]"
13740,open,2,1,4,1,"[(13540, 9)]","[(13660, 8), (13720, 9), (13740, 10)]"
13750,up,0,0,4,1,"[(13540, 9)]","[(13660, 8), (13720, 9), (13740, 10)]"
13760,up,0,0,4,2,"[(13540, 9), (13760, 4)]","[(13660, 8), (13720, 9), (13740, 10)]"
13770,up,0,0,4,3,"[(13540, 9), (13760, 4)]","[(13660, 8), (13720, 9), (13740, 10)]"
13780,open,0,1,5,4,"[(13540, 9)]","[(13660, 8), (13720, 9), (13740, 10), (13780, 3)]"
13790,up,0,0,5,4,"[(13540, 9)]","[(13660, 8), (13720, 9), (13740, 10), (13780, 3)]"
13800,up,0,0,5,5,"[(13540, 9)]","[(13660, 8), (13720, 9), (13740, 10), (13780, 3)]"
13810,up,0,0,5,6,"[(13540, 9)]","[(13660, 8), (13720, 9), (13740, 10), (13780, 3)]"
13820,up,0,0,5,7,"[(13540, 9), (13820, 4)]","[(13660, 8), (13720, 9), (13740, 10), (13780, 3)]"
13830,open,2,0,3,8,"[(13540, 9), (13820, 4)]","[(13720, 9), (13740, 10), (13780, 3)]"
13840,up,0,0,3,8,"[(13540, 9), (13820, 4)]","[(13720, 9), (13740, 10), (13780, 3)]"
13850,open,1,0,2,9,"[(13820, 4), (13850, 5)]","[(13740, 10), (13780, 3)]"
13860,up,0,0,2,9,"[(13820, 4), (13850, 5)]","[(13740, 10), (13780, 3)]"
13870,open,1,0,1,10,"[(13820, 4), (13850, 5)]","[(13780, 3)]"
13880,down,0,0,1,10,"[(13820, 4), (13850, 5)]","[(13780, 3)]"
13890,down,0,0,1,9,"[(13820, 4), (13850, 5)]","[(13780, 3)]"
13900,down,0,0,1,8,"[(13820, 4), (13850, 5)]","[(13780, 3)]"
13910,down,0,0,1,7,"[(13820, 4), (13850, 5)]","[(13780, 3)]"
13920,down,0,0,1,6,"[(13820, 4), (13850, 5)]","[(13780, 3)]"
13930,open,0,1,2,5,"[(13820, 4)]","[(13780, 3), (13930, 2)]"
13940,down,0,0,2,5,"[(13820, 4), (13940, 2)]","[(13780, 3), (13930, 2)]"
13950,open,0,0,2,4,"[(13940, 2), (13950, 3)]","[(13780, 3), (13930, 2)]"
13960,down,0,0,2,4,"[(13940, 2), (13950, 3)]","[(13780, 3), (13930, 2)]"
13970,open,1,1,2,3,"[(13940, 2)]","[(13930, 2), (13970, 1)]"
13980,down,0,0,2,3,"[(13940, 2), (13980, 6)]","[(13930, 2), (13970, 1)]"
13990,open,1,2,3,2,"[(13980, 6)]","[(13970, 1), (13990, 10), (13990, 4)]"
14000,down,0,0,3,2,"[(13980, 6)]","[(13970, 1), (13990, 10), (13990, 4)]"
14010,open,1,0,2,1,"[(13980, 6), (14010, 4), (14010, 3)]","[(13990, 10), (13990, 4)]"
14020,up,0,0,2,1,"[(13980, 6), (14010, 4), (14010, 3)]","[(13990, 10), (13990, 4)]"
14030,up,0,0,2,2,"[(13980, 6), (14010, 4), (14010, 3)]","[(13990, 10), (13990, 4)]"
14040,open,0,1,3,3,"[(13980, 6), (14010, 4)]","[(13990, 10), (13990, 4), (14040, 6)]"
14050,up,0,0,3,3,"[(13980, 6), (14010, 4), (14050, 7)]","[(13990, 10), (13990, 4), (14040, 6)]"
14060,open,1,1,3,4,"[(13980, 6), (14050, 7)]","[(13990, 10), (14040, 6), (14060, 1)]"
14070,up,0,0,3,4,"[(13980, 6), (14050, 7)]","[(13990, 10), (14040, 6), (14060, 1)]"
14080,up,0,0,3,5,"[(13980, 6), (14050, 7)]","[(13990, 10), (14040, 6), (14060, 1)]"
14090,open,1,1,3,6,"[(14050, 7)]","[(13990, 10), (14060, 1), (14090, 4)]"
14100,up,0,0,3,6,"[(14050, 7)]","[(13990, 10), (14060, 1), (14090, 4)]"
14110,open,0,3,6,7,[],"[(13990, 10), (14060, 1), (14090, 4), (14110, 5)]"
14120,up,0,0,6,7,[],"[(13990, 10), (14060, 1), (14090, 4), (14110, 5)]"
14130,up,0,0,6,8,"[(14130, 3)]","[(13990, 10), (14060, 1), (14090, 4), (14110, 5)]"
14140,up,0,0,6,9,"[(14130, 3)]","[(13990, 10), (14060, 1), (14090, 4), (14110, 5)]"
14150,open,1,0,5,10,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5)]"
14160,down,0,0,5,10,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5)]"
14170,down,0,0,5,9,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5)]"
14180,open,0,1,6,8,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5), (14180, 10)]"
14190,down,0,0,6,8,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5), (14180, 10)]"
14200,down,0,0,6,7,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5), (14180, 10)]"
14210,down,0,0,6,6,"[(14130, 3)]","[(14060, 1), (14090, 4), (14110, 5), (14180, 10)]"
14220,open,2,0,4,5,"[(14130, 3)]","[(14060, 1), (14090, 4), (14180, 10)]"
14230,down,0,0,4,5,"[(14130, 3)]","[(14060, 1), (14090, 4), (14180, 10)]"
14240,open,2,0,2,4,"[(14130, 3)]","[(14060, 1), (14180, 10)]"
14250,down,0,0,2,4,"[(14130, 3)]","[(14060, 1), (14180, 10)]"
14260,open,0,1,3,3,[],"[(14060, 1), (14180, 10)]"
14270,down,0,0,3,3,[],"[(14060, 1), (14180, 10)]"
14280,down,0,0,3,2,"[(14280, 3)]","[(14060, 1), (14180, 10)]"
14290,open,2,0,1,1,"[(14280, 3)]","[(14180, 10)]"
14300,up,0,0,1,1,"[(14280, 3), (14300, 6), (14300, 5)]","[(14180, 10)]"
14310,up,0,0,1,2,"[(14280, 3), (14300, 6), (14300, 5)]","[(14180, 10)]"
14320,open,0,1,2,3,"[(14300, 6), (14300, 5)]","[(14180, 10), (14320, 7)]"
14330,up,0,0,2,3,"[(14300, 6), (14300, 5)]","[(14180, 10), (14320, 7)]"
14340,up,0,0,2,4,"[(14300, 6), (14300, 5)]","[(14180, 10), (14320, 7)]"
14350,open,0,1,3,5,"[(14300, 6)]","[(14180, 10), (14320, 7), (14350, 8)]"
14360,up,0,0,3,5,"[(14300, 6)]","[(14180, 10), (14320, 7), (14350, 8)]"
14370,open,0,1,4,6,[],"[(14180, 10), (14320, 7), (14350, 8), (14370, 2)]"
14380,up,0,0,4,6,"[(14380, 7)]","[(14180, 10), (14320, 7), (14350, 8), (14370, 2)]"
14390,open,1,1,4,7,[],"[(14180, 10), (14350, 8), (14370, 2), (14390, 1)]"
14400,up,0,0,4,7,[],"[(14180, 10), (14350, 8), (14370, 2), (14390, 1)]"
14410,open,1,0,3,8,"[(14410, 6)]","[(14180, 10), (14370, 2), (14390, 1)]"
14420,up,0,0,3,8,"[(14410, 6)]","[(14180, 10), (14370, 2), (14390, 1)]"
14430,up,0,0,3,9,"[(14410, 6)]","[(14180, 10), (14370, 2), (14390, 1)]"
14440,open,1,0,2,10,"[(14410, 6)]","[(14370, 2), (14390, 1)]"
14450,down,0,0,2,10,"[(14410, 6)]","[(14370, 2), (14390, 1)]"
14460,down,0,0,2,9,"[(14410, 6)]","[(14370, 2), (14390, 1)]"
14470,down,0,0,2,8,"[(14410, 6)]","[(14370, 2), (14390, 1)]"
14480,down,0,0,2,7,"[(14410, 6)]","[(14370, 2), (14390, 1)]"
14490,open,0,1,3,6,[],"[(14370, 2), (14390, 1)]"
14500,down,0,0,3,6,[],"[(14370, 2), (14390, 1)]"
14510,down,0,0,3,5,[],"[(14370, 2), (14390, 1)]"
14520,down,0,0,3,4,[],"[(14370, 2), (14390, 1)]"
14530,down,0,0,3,3,[],"[(14370, 2), (14390, 1)]"
14540,open,2,0,1,2,[],"[(14390, 1)]"
14550,down,0,0,1,2,[],"[(14390, 1)]"
14560,open,1,0,0,1,"[(14560, 10)]",[]
14570,up,0,0,0,1,"[(14560, 10)]",[]
14580,up,0,0,0,2,"[(14560, 10)]",[]
14590,up,0,0,0,3,"[(14560, 10)]",[]
14600,up,0,0,0,4,"[(14560, 10)]",[]
14610,up,0,0,0,5,"[(14560, 10)]",[]
14620,up,0,0,0,6,"[(14560, 10)]",[]
14630,up,0,0,0,7,"[(14560, 10)]",[]
14640,up,0,0,0,8,"[(14560, 10)]",[]
14650,up,0,0,0,9,"[(14560, 10)]",[]
14660,open,0,1,1,10,[],"[(14660, 3)]"
14670,down,0,0,1,10,[],"[(14660, 3)]"
14680,down,0,0,1,9,"[(14680, 3)]","[(14660, 3)]"
14690,down,0,0,1,8,"[(14680, 3)]","[(14660, 3)]"
14700,down,0,0,1,7,"[(14680, 3)]","[(14660, 3)]"
14710,down,0,0,1,6,"[(14680, 3)]","[(14660, 3)]"
14720,down,0,0,1,5,"[(14680, 3)]","[(14660, 3)]"
14730,down,0,0,1,4,"[(14680, 3)]","[(14660, 3)]"
14740,open,1,1,1,3,"[(14740, 10)]","[(14740, 5)]"
14750,up,0,0,1,3,"[(14740, 10)]","[(14740, 5)]"
14760,open,0,1,2,4,"[(14740, 10)]","[(14740, 5), (14760, 9)]"
14770,up,0,0,2,4,"[(14740, 10)]","[(14740, 5), (14760, 9)]"
14780,open,1,0,1,5,"[(14740, 10)]","[(14760, 9)]"
14790,up,0,0,1,5,"[(14740, 10)]","[(14760, 9)]"
14800,up,0,0,1,6,"[(14740, 10), (14800, 1)]","[(14760, 9)]"
14810,up,0,0,1,7,"[(14740, 10), (14800, 1)]","[(14760, 9)]"
14820,up,0,0,1,8,"[(14740, 10), (14800, 1)]","[(14760, 9)]"
14830,open,1,0,0,9,"[(14740, 10), (14800, 1)]",[]
14840,up,0,0,0,9,"[(14740, 10), (14800, 1)]",[]
14850,open,0,1,1,10,"[(14800, 1)]","[(14850, 6)]"
14860,down,0,0,1,10,"[(14800, 1)]","[(14850, 6)]"
14870,down,0,0,1,9,"[(14800, 1)]","[(14850, 6)]"
14880,down,0,0,1,8,"[(14800, 1)]","[(14850, 6)]"
14890,down,0,0,1,7,"[(14800, 1), (14890, 5)]","[(14850, 6)]"
14900,open,1,0,0,6,"[(14800, 1), (14890, 5)]",[]
14910,down,0,0,0,6,"[(14800, 1), (14890, 5)]",[]
14920,open,0,1,1,5,"[(14800, 1)]","[(14920, 2)]"
14930,down,0,0,1,5,"[(14800, 1)]","[(14920, 2)]"
14940,down,0,0,1,4,"[(14800, 1)]","[(14920, 2)]"
14950,down,0,0,1,3,"[(14800, 1)]","[(14920, 2)]"
14960,open,1,0,0,2,"[(14800, 1)]",[]
14970,down,0,0,0,2,"[(14800, 1)]",[]
14980,open,0,1,1,1,[],"[(14980, 2)]"
14990,up,0,0,1,1,[],"[(14980, 2)]"
15000,open,1,0,0,2,[],[]
15010,open,0,0,0,2,[],[]
15020,open,0,0,0,2,[],[]
15030,up,0,0,0,2,"[(15030, 3)]",[]
15040,open,0,1,1,3,[],"[(15040, 8)]"
15050,up,0,0,1,3,[],"[(15040, 8)]"
15060,up,0,0,1,4,[],"[(15040, 8)]"
15070,up,0,0,1,5,"[(15070, 2)]","[(15040, 8)]"
15080,up,0,0,1,6,"[(15070, 2)]","[(15040, 8)]"
15090,up,0,0,1,7,"[(15070, 2), (15090, 9)]","[(15040, 8)]"
15100,open,1,0,0,8,"[(15070, 2), (15090, 9)]",[]
15110,up,0,0,0,8,"[(15070, 2), (15090, 9)]",[]
15120,open,0,2,2,9,"[(15070, 2)]","[(15120, 6)]"
15130,down,0,0,2,9,"[(15070, 2)]","[(15120, 6)]"
15140,down,0,0,2,8,"[(15070, 2)]","[(15120, 6)]"
15150,down,0,0,2,7,"[(15070, 2)]","[(15120, 6)]"
15160,open,2,0,0,6,"[(15070, 2), (15160, 10), (15160, 5)]",[]
15170,down,0,0,0,6,"[(15070, 2), (15160, 10), (15160, 5)]",[]
15180,open,0,1,1,5,"[(15070, 2), (15160, 10)]","[(15180, 3)]"
15190,down,0,0,1,5,"[(15070, 2), (15160, 10)]","[(15180, 3)]"
15200,down,0,0,1,4,"[(15070, 2), (15160, 10)]","[(15180, 3)]"
15210,open,1,0,0,3,"[(15070, 2), (15160, 10)]",[]
15220,down,0,0,0,3,"[(15070, 2), (15160, 10)]",[]
15230,open,0,1,1,2,"[(15160, 10)]","[(15230, 8)]"
15240,down,0,0,1,2,"[(15160, 10)]","[(15230, 8)]"
15250,up,0,0,1,1,"[(15160, 10)]","[(15230, 8)]"
15260,up,0,0,1,2,"[(15160, 10)]","[(15230, 8)]"
15270,up,0,0,1,3,"[(15160, 10)]","[(15230, 8)]"
15280,up,0,0,1,4,"[(15160, 10)]","[(15230, 8)]"
15290,up,0,0,1,5,"[(15160, 10), (15290, 9)]","[(15230, 8)]"
15300,up,0,0,1,6,"[(15160, 10), (15290, 9)]","[(15230, 8)]"
15310,up,0,0,1,7,"[(15160, 10), (15290, 9)]","[(15230, 8)]"
15320,open,1,0,0,8,"[(15160, 10), (15290, 9), (15320, 3)]",[]
15330,up,0,0,0,8,"[(15160, 10), (15290, 9), (15320, 3), (15330, 1)]",[]
15340,open,0,2,2,9,"[(15160, 10), (15320, 3), (15330, 1)]","[(15340, 6), (15340, 3)]"
15350,down,0,0,2,9,"[(15160, 10), (15320, 3), (15330, 1)]","[(15340, 6), (15340, 3)]"
15360,down,0,0,2,8,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9)]","[(15340, 6), (15340, 3)]"
15370,down,0,0,2,7,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9), (15370, 8), (15370, 4)]","[(15340, 6), (15340, 3)]"
15380,open,1,0,1,6,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9), (15370, 8), (15370, 4)]","[(15340, 3)]"
15390,down,0,0,1,6,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9), (15370, 8), (15370, 4)]","[(15340, 3)]"
15400,down,0,0,1,5,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9), (15370, 8), (15370, 4)]","[(15340, 3)]"
15410,open,0,1,2,4,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9), (15370, 8)]","[(15340, 3), (15410, 5)]"
15420,down,0,0,2,4,"[(15160, 10), (15320, 3), (15330, 1), (15360, 9), (15370, 8)]","[(15340, 3), (15410, 5)]"
15430,open,1,2,3,3,"[(15160, 10), (15330, 1), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15430, 1)]"
15440,down,0,0,3,3,"[(15160, 10), (15330, 1), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15430, 1)]"
15450,down,0,0,3,2,"[(15160, 10), (15330, 1), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15430, 1)]"
15460,open,1,2,4,1,"[(15160, 10), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15460, 4), (15460, 8)]"
15470,up,0,0,4,1,"[(15160, 10), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15460, 4), (15460, 8)]"
15480,up,0,0,4,2,"[(15160, 10), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15460, 4), (15460, 8)]"
15490,up,0,0,4,3,"[(15160, 10), (15360, 9), (15370, 8), (15430, 4)]","[(15410, 5), (15460, 4), (15460, 8)]"
15500,open,1,2,5,4,"[(15160, 10), (15360, 9), (15370, 8)]","[(15410, 5), (15460, 8), (15500, 1)]"
15510,up,0,0,5,4,"[(15160, 10), (15360, 9), (15370, 8)]","[(15410, 5), (15460, 8), (15500, 1)]"
15520,open,3,0,2,5,"[(15160, 10), (15360, 9), (15370, 8), (15520, 7)]","[(15460, 8), (15500, 1)]"
15530,up,0,0,2,5,"[(15160, 10), (15360, 9), (15370, 8), (15520, 7)]","[(15460, 8), (15500, 1)]"
